trip_id,vessel_id,dep_ts,arr_ts,duration_h,fishing_h,steaming_h,distance_km,dep_lat,dep_lon,arr_lat,arr_lon,dep_date,arr_date
matsumae09_T4,matsumae09,2023-10-30 06:35:44,2023-10-30 11:17:45,4.700277777777778,2.332222222222222,2.368055555555556,37.974273706713795,41.437867,140.019633,41.4489,140.01765,2023-10-30,2023-10-30
matsumae09_T6,matsumae09,2023-11-15 06:27:44,2023-11-15 10:05:45,3.633611111111111,2.165277777777778,1.4683333333333333,22.941818806522868,41.4642,140.005883,41.54125,139.966467,2023-11-15,2023-11-15
matsumae09_T8,matsumae09,2023-11-15 10:07:44,2023-11-15 12:40:44,2.5500000000000003,1.6830555555555555,0.8669444444444444,12.43878255231807,41.54315,139.966017,41.54135,139.966567,2023-11-15,2023-11-15
matsumae10_T0,matsumae10,2023-06-24 12:04:14,2023-10-15 07:34:14,2707.5,17.73472222222222,2689.765277777778,280.6246359910656,41.8409,140.767333,41.579383,139.922633,2023-06-24,2023-10-15
matsumae11_T1,matsumae11,2023-09-11 02:11:59,2023-09-11 06:57:59,4.766666666666667,3.2491666666666665,1.5175,22.986197821251523,41.547633,139.9639,41.54285,139.9648,2023-09-11,2023-09-11
matsumae12_T1,matsumae12,2023-09-11 01:52:49,2023-09-11 07:07:50,5.250277777777778,3.5322222222222224,1.7180555555555557,24.39310349523402,41.5467,139.964083,41.555233,139.96455,2023-09-11,2023-09-11
matsumae12_T10,matsumae12,2023-12-03 06:46:49,2023-12-03 09:54:49,3.1333333333333333,0.7991666666666667,2.334166666666667,29.540425239589492,41.5435,139.96575,41.541083,139.9671,2023-12-03,2023-12-03
matsumae12_T11,matsumae12,2023-12-03 11:10:50,2023-12-03 13:07:49,1.9497222222222224,0.23333333333333334,1.716388888888889,21.171516125603144,41.54,139.96705,41.550083,139.96415,2023-12-03,2023-12-03
matsumae12_T12,matsumae12,2023-12-04 06:37:50,2023-12-04 12:25:50,5.8,0.716388888888889,5.083611111111111,60.038276899971336,41.543667,139.965533,41.542217,139.9658,2023-12-04,2023-12-04
matsumae12_T13,matsumae12,2023-12-06 06:34:49,2023-12-06 10:08:50,3.5669444444444447,0.7675000000000001,2.7994444444444446,34.81214957597689,41.5381,139.969233,41.545983,139.963983,2023-12-06,2023-12-06
matsumae12_T14,matsumae12,2023-12-12 06:48:49,2023-12-12 10:23:50,3.5836111111111113,1.4994444444444446,2.0841666666666665,26.57241403352187,41.540533,139.966683,41.54945,139.964217,2023-12-12,2023-12-12
matsumae12_T15,matsumae12,2023-12-12 11:00:49,2023-12-12 12:57:50,1.9502777777777778,0.6666666666666667,1.283611111111111,16.423893230625755,41.539533,139.968117,41.54945,139.963167,2023-12-12,2023-12-12
matsumae12_T16,matsumae12,2023-12-15 06:50:49,2023-12-15 10:03:49,3.216666666666667,0.8161111111111111,2.4005555555555556,24.108846071332255,41.52885,139.977467,41.53445,139.96945,2023-12-15,2023-12-15
matsumae12_T18,matsumae12,2023-12-20 07:24:50,2023-12-20 10:06:50,2.7,1.3161111111111112,1.383888888888889,19.559477914044333,41.535817,139.9695,41.548817,139.963817,2023-12-20,2023-12-20
matsumae12_T19,matsumae12,2023-12-21 07:22:50,2023-12-21 09:02:49,1.666388888888889,0.7836111111111111,0.8827777777777778,12.01110534243001,41.53235,139.97145,41.539433,139.967633,2023-12-21,2023-12-21
matsumae12_T2,matsumae12,2023-09-12 01:51:49,2023-09-12 06:32:49,4.683333333333334,3.6011111111111114,1.0822222222222222,21.309400861352312,41.541167,139.966817,41.5485,139.9628,2023-09-12,2023-09-12
matsumae12_T20,matsumae12,2023-12-24 07:26:50,2023-12-24 09:39:50,2.216666666666667,0.8830555555555556,1.333611111111111,15.940782640161716,41.539267,139.968233,41.54735,139.963733,2023-12-24,2023-12-24
matsumae12_T21,matsumae12,2023-12-25 06:57:49,2023-12-25 09:58:49,3.0166666666666666,0.5825,2.4341666666666666,31.897713637917597,41.5427,139.96605,41.54565,139.964933,2023-12-25,2023-12-25
matsumae12_T3,matsumae12,2023-09-23 02:14:49,2023-09-23 07:09:50,4.916944444444445,2.7822222222222224,2.1347222222222224,28.359772494144483,41.548533,139.964283,41.55565,139.964217,2023-09-23,2023-09-23
matsumae12_T4,matsumae12,2023-09-24 02:25:49,2023-09-24 07:20:50,4.916944444444445,2.8341666666666665,2.082777777777778,32.39864473043346,41.547917,139.964217,41.56215,139.969817,2023-09-24,2023-09-24
matsumae12_T5,matsumae12,2023-09-26 02:17:50,2023-09-26 07:02:49,4.749722222222222,2.850277777777778,1.8994444444444445,27.915936635744245,41.54615,139.96475,41.557633,139.9659,2023-09-26,2023-09-26
matsumae12_T6,matsumae12,2023-09-30 02:27:49,2023-09-30 08:06:49,5.65,4.199722222222222,1.4502777777777778,24.433942413679866,41.541933,139.96605,41.55225,139.963217,2023-09-30,2023-09-30
matsumae12_T7,matsumae12,2023-10-15 03:05:49,2023-10-15 07:40:49,4.583333333333333,2.966388888888889,1.6169444444444445,23.676423781492705,41.547767,139.964333,41.54735,139.964417,2023-10-15,2023-10-15
matsumae12_T8,matsumae12,2023-11-16 03:22:49,2023-11-16 08:04:49,4.7,2.7666666666666666,1.9333333333333333,25.288894780679225,41.545833,139.9648,41.529167,139.976433,2023-11-16,2023-11-16
matsumae12_T9,matsumae12,2023-12-02 06:56:49,2023-12-02 11:42:49,4.766666666666667,0.6497222222222222,4.116944444444445,46.40317682580298,41.535183,139.96945,41.5443,139.96545,2023-12-02,2023-12-02
matsumae13_T1,matsumae13,2023-09-23 02:33:44,2023-09-23 08:34:44,6.016666666666667,3.866388888888889,2.1502777777777777,33.533743592767685,41.4979,139.990317,41.555,139.964883,2023-09-23,2023-09-23
matsumae13_T10,matsumae13,2023-12-16 07:11:44,2023-12-16 14:23:44,7.2,1.0180555555555555,6.1819444444444445,68.99931306658004,41.483167,139.9935,41.484967,139.993083,2023-12-16,2023-12-16
